Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Vehicle Number,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
426523,427467,1,2133,6,1,7,1,1,9,3,3,2,32
432080,438851,2,1455,6,1,1,1,2,1,1,3,1,45
432996,436046,1,1725,3,1,1,1,1,11,2,3,2,35
430230,424102,2,2134,1,1,6,1,2,9,1,3,1,46
424384,434459,2,915,6,1,1,1,2,1,1,3,1,32
431558,432768,2,1140,6,1,1,1,2,9,1,3,2,35
425957,438578,3,1140,6,1,1,1,1,97,2,2,1,24
436469,434064,3,1235,3,1,1,1,3,8,1,3,1,41
436469,434064,3,1235,3,1,1,1,3,8,2,3,1,40
431526,434298,2,1525,6,1,1,1,2,3,1,2,1,26
436937,435820,2,1730,6,1,1,1,2,1,1,2,1,8
435903,436428,2,1938,3,1,1,1,2,9,1,3,1,64
437036,441712,2,2048,6,1,1,1,2,9,1,3,2,76
429566,433907,2,1954,3,1,1,1,2,9,1,3,1,22
428140,432795,1,2147,4,1,4,1,1,9,3,3,2,82
428097,434515,2,553,6,1,1,1,2,9,1,3,1,48
420549,444952,2,750,6,1,1,1,2,1,1,2,2,45
429189,431915,2,550,6,1,4,1,1,9,1,3,1,31
429457,433776,2,1000,3,1,1,1,1,9,1,3,1,58
432183,426112,2,1420,1,1,1,1,1,19,1,2,1,50
424003,434399,2,1735,6,2,1,1,1,1,1,2,1,29
431223,427890,2,1830,6,2,1,1,2,9,1,3,1,18
431292,435032,2,1830,3,1,1,1,2,1,1,2,1,51
431822,436440,2,730,6,2,1,1,2,1,1,3,1,40
441202,448876,6,1100,2,5,1,2,1,9,1,3,2,24
441202,448876,6,1100,2,5,1,2,2,21,2,3,2,24
428156,435824,1,1655,3,2,1,2,1,9,3,3,2,19
428782,433795,2,1645,3,1,1,1,2,1,1,3,2,32
442230,434700,5,1748,4,2,1,2,2,9,1,3,1,23
442230,434700,5,1748,4,2,1,2,3,9,1,3,2,40
426460,427821,2,2230,6,2,4,2,1,9,1,2,1,20
421087,434488,1,753,4,1,1,1,1,9,3,3,1,12
442686,445802,1,805,6,2,1,1,1,9,3,3,1,11
443385,438775,2,1150,2,1,1,1,2,20,1,3,1,59
431288,432100,2,1840,6,1,1,1,2,1,1,2,1,44
437069,437611,2,1643,3,1,1,1,2,19,1,3,1,28
439007,446687,3,910,6,1,1,1,2,1,1,2,1,74
424639,433563,2,1512,2,1,1,1,1,9,1,2,1,77
419952,445398,1,1249,3,2,1,2,1,2,1,3,1,16
430266,431232,1,1630,6,2,1,2,1,8,3,2,1,34
428762,432740,2,1745,6,2,1,2,2,1,1,3,1,41
434955,436362,2,0,6,2,4,2,1,9,2,2,1,30
431402,435029,2,2100,3,1,4,1,2,1,1,3,1,24
429089,431247,2,1125,6,1,1,1,2,9,1,3,2,50
431351,435060,2,1207,6,2,1,1,2,9,1,3,2,46
424900,433480,2,945,6,1,1,1,2,9,1,3,2,35
430846,434032,2,1154,6,2,1,2,1,9,1,3,1,27
430846,434032,2,1154,6,2,1,2,2,9,1,3,1,65
430846,434032,2,1154,6,2,1,2,2,9,2,3,1,35
430846,434032,2,1154,6,2,1,2,2,9,2,2,2,36
430846,434032,2,1154,6,2,1,2,2,9,2,2,2,33
430846,434032,2,1154,6,2,1,2,2,9,2,3,1,1
430846,434032,2,1154,6,2,1,2,2,9,3,3,2,10
430846,434032,2,1154,6,2,1,2,2,9,3,3,1,45
430846,434032,2,1154,6,2,1,2,2,9,3,3,1,4
430846,434032,2,1154,6,2,1,2,2,9,3,3,1,5
430846,434032,2,1154,6,2,1,2,2,9,3,3,2,33
430846,434032,2,1154,6,2,1,2,2,9,3,3,1,1
430846,434032,2,1154,6,2,1,2,2,9,3,3,2,49
422529,433996,2,1745,3,2,1,2,2,9,1,3,1,49
431142,434408,4,1830,6,1,1,1,2,9,1,3,1,28
430820,433464,1,807,6,1,1,1,1,11,3,2,1,41
427360,433748,2,910,6,2,1,1,2,1,1,3,1,45
430058,433628,1,1030,6,1,1,1,1,19,3,3,2,31
422613,433533,2,705,6,1,1,1,2,1,1,2,1,34
426822,434977,2,720,3,2,1,2,2,1,1,2,2,53
429443,437313,1,840,6,2,1,2,1,9,3,3,1,9
420554,437108,2,815,3,2,1,2,2,1,1,3,1,57
428794,434539,2,1714,6,2,1,2,2,1,1,3,1,17
429006,436841,1,835,6,1,1,1,1,9,3,3,2,17
428996,425547,2,934,6,1,1,1,1,9,1,3,2,36
428996,425547,2,934,6,1,1,1,2,9,2,3,1,43
428063,435017,2,954,6,1,1,1,2,1,1,3,2,33
431125,432963,1,956,3,1,1,1,1,9,3,3,2,31
428447,432565,1,1120,3,1,1,1,1,9,1,3,1,30
428548,434265,1,1601,6,1,1,1,1,11,3,2,1,18
429313,430252,2,2030,6,1,4,1,2,1,1,3,1,55
431303,429064,2,815,6,2,1,1,2,1,1,3,1,49
429296,433813,1,1026,6,1,1,1,1,9,2,3,2,27
430734,435008,2,835,6,1,1,1,2,1,1,3,1,44
430119,430940,2,1730,6,2,1,2,1,9,1,3,2,43
430119,430940,2,1730,6,2,1,2,2,9,1,3,1,20
428833,434635,2,2334,6,2,4,2,2,9,1,3,1,42
428833,434635,2,2334,6,2,4,2,2,9,2,3,1,20
428833,434635,2,2334,6,2,4,2,2,9,2,3,1,19
426406,429530,3,809,1,2,1,5,1,19,1,3,1,43
426406,429530,3,809,1,2,1,5,2,9,1,3,1,43
426406,429530,3,809,1,2,1,5,2,9,2,3,1,34
433118,425897,2,1315,1,1,1,1,2,9,1,3,1,60
433118,425897,2,1315,1,1,1,1,2,9,2,3,2,56
429459,435106,3,1319,6,1,1,1,1,9,2,3,2,20
429536,439290,2,1500,6,1,1,1,2,9,1,3,2,38
432495,436606,2,1915,6,1,4,1,2,9,1,2,1,35
441032,430625,2,2049,6,1,4,1,1,9,1,2,1,18
441032,430625,2,2049,6,1,4,1,1,9,2,3,2,17
441032,430625,2,2049,6,1,4,1,1,9,2,3,2,16
441032,430625,2,2049,6,1,4,1,1,9,2,3,1,18
441032,430625,2,2049,6,1,4,1,1,9,2,3,1,15
427190,435251,2,1520,6,1,1,1,1,9,2,3,1,9
428793,435579,2,1830,6,2,4,1,2,1,1,3,2,22
428982,429877,1,1440,3,1,1,1,1,11,2,3,2,30
421887,446013,1,2051,3,5,6,2,1,19,1,2,1,47
431308,435039,2,2350,3,2,4,1,1,8,1,3,1,39
431308,435039,2,2350,3,2,4,1,2,9,2,3,2,25
420174,445555,1,1905,6,1,7,1,1,8,3,3,1,49
430960,435867,2,1510,6,2,1,2,2,9,1,3,2,58
422957,435134,1,1530,6,1,1,1,1,9,3,3,2,12
424468,437099,2,825,3,1,1,1,2,1,1,3,2,44
427895,433646,2,1305,3,1,1,1,2,1,1,2,1,29
426733,438362,1,1356,6,1,1,1,1,9,1,3,1,27
426733,438362,1,1356,6,1,1,1,1,9,2,3,1,24
426991,433439,1,1435,6,2,1,2,1,9,3,3,1,70
429128,425932,2,1953,3,2,4,2,1,19,1,3,1,64
429128,425932,2,1953,3,2,4,2,2,9,1,3,1,53
427664,434493,2,650,3,1,1,1,2,1,1,3,1,32
424152,435961,2,830,4,2,1,1,2,1,1,3,1,37
423590,432652,2,1220,6,2,1,2,2,9,2,3,1,1
426219,429388,2,2032,1,2,4,5,1,9,1,3,2,25
426219,429388,2,2032,1,2,4,5,2,9,1,3,1,25
414747,442825,2,749,6,2,1,1,1,19,1,2,1,55
424375,439036,1,805,6,1,1,1,1,9,3,3,1,27
428026,436011,2,907,3,1,1,1,2,1,1,3,1,33
427199,430650,2,1100,1,1,1,1,2,19,1,3,1,33
422474,427900,2,1538,3,1,1,1,1,9,2,3,1,5
442203,443157,4,1535,2,1,1,1,3,9,2,3,2,51
437652,433318,2,1550,6,2,1,2,2,9,1,3,2,25
441417,444988,3,1610,2,1,1,1,3,9,1,3,1,28
424239,432739,2,1634,4,2,1,1,1,2,1,3,2,16
428251,431572,3,1716,1,1,1,1,2,9,1,3,1,38
435967,426849,2,1223,3,1,1,1,2,9,1,3,1,30
435967,426849,2,1223,3,1,1,1,2,9,2,3,2,8
427799,434431,2,1530,3,1,1,1,1,9,1,3,1,45
427799,434431,2,1530,3,1,1,1,2,9,1,3,1,29
427393,431195,2,1709,3,1,1,1,1,5,1,3,1,53
430072,433369,2,1930,6,2,4,1,2,1,1,3,1,49
430318,438861,2,1315,6,2,1,2,1,9,1,3,1,81
430318,438861,2,1315,6,2,1,2,1,9,2,3,2,78
427393,431195,2,830,3,2,1,1,2,9,1,3,1,28
430380,425081,2,2210,3,2,4,1,2,9,1,2,1,70
430380,425081,2,2210,3,2,4,1,1,9,2,3,1,18
424744,433580,1,645,6,2,4,1,1,19,3,3,2,16
432149,429752,3,749,1,1,1,1,1,9,2,3,1,25
431433,432707,2,1930,3,1,7,1,1,9,1,3,1,69
431433,432707,2,1930,3,1,7,1,2,9,1,2,2,61
431453,435824,2,25,6,1,4,1,2,9,1,3,1,27
429047,434518,2,950,6,2,1,1,2,1,1,2,2,18
431152,432317,1,710,6,2,1,2,1,9,3,3,1,21
426810,431697,2,835,3,2,1,2,1,2,1,3,1,17
427068,434826,2,958,3,2,1,2,1,3,1,2,1,28
427068,434826,2,958,3,2,1,2,2,9,1,3,1,71
428408,430814,1,1530,6,1,1,1,1,9,3,3,1,6
432062,436087,2,1920,6,1,4,1,2,9,2,3,1,36
429186,431921,2,2140,6,1,4,1,1,9,1,3,1,45
427449,430904,3,649,1,1,1,1,1,9,1,3,2,30
427449,430904,3,649,1,1,1,1,2,9,1,3,2,39
440434,446536,1,745,2,1,1,1,1,9,1,3,2,26
420549,444954,3,749,6,2,1,1,2,9,1,3,2,58
425949,435450,1,822,6,1,1,1,1,20,3,3,2,32
443606,435854,2,848,1,1,1,1,2,19,1,3,1,40
430021,435536,2,1040,6,1,1,1,1,3,1,3,1,21
423960,428215,2,730,3,1,1,1,1,5,1,3,1,51
436128,434842,2,1545,3,1,1,1,2,1,1,2,1,55
424404,439034,1,1615,6,1,1,1,1,9,3,3,1,9
427568,436873,2,1630,3,1,1,1,2,1,1,2,1,20
431783,435035,1,1900,6,1,4,1,1,9,3,3,1,26
431783,435035,1,1900,6,1,4,1,1,9,3,3,1,15
427747,430064,1,1855,6,1,5,1,1,9,3,3,2,50
424454,437775,2,815,3,2,1,2,2,9,1,3,1,37
430687,439540,2,820,6,1,1,1,2,9,2,3,1,11
426949,433346,2,1157,6,1,1,1,1,3,1,2,1,16
422488,427896,3,1840,3,2,4,2,3,9,1,3,1,55
422488,427896,3,1840,3,2,4,2,3,9,2,2,2,48
423062,428555,2,2009,4,2,4,1,1,9,2,3,2,31
416055,443133,1,226,6,2,6,2,1,9,1,3,1,19
416055,443133,1,226,6,2,6,2,1,9,2,3,1,19
430777,433452,2,740,6,2,1,1,1,1,1,3,1,23
431370,434985,2,1025,6,1,1,1,1,9,1,3,1,27
426384,438887,1,1542,6,1,1,1,1,11,2,3,2,89
426384,438887,1,1542,6,1,1,1,1,11,2,3,2,53
428772,434403,2,1552,6,1,1,1,2,8,2,2,2,27
429570,433795,2,1954,6,2,4,1,1,9,3,2,2,44
435243,434858,2,1540,6,2,1,1,1,9,1,3,1,71
442239,444971,2,1945,6,2,4,1,2,9,3,3,1,18
437248,428106,1,2200,6,2,6,1,1,9,1,3,1,39
422471,427901,2,55,3,2,4,1,2,9,1,3,1,26
422471,427901,2,55,3,2,4,1,2,9,2,3,1,22
431266,436334,2,832,4,2,1,2,1,9,1,3,2,45
434905,431290,1,1019,3,1,1,1,1,21,1,3,1,31
437572,432099,1,1724,6,1,1,1,1,9,3,2,1,8
430251,431959,4,713,1,1,1,1,3,9,1,3,1,40
439459,446166,2,1343,3,1,1,1,2,9,1,3,2,38
429421,433886,4,1455,2,1,1,1,2,9,1,3,1,26
429421,433886,4,1455,2,1,1,1,3,19,1,3,1,26
435672,433901,2,1530,6,1,1,1,1,1,1,3,1,9
424929,427642,2,715,3,2,4,1,2,9,1,3,1,54
430957,426513,2,940,1,1,1,1,2,9,1,3,2,72
437371,425752,1,1000,6,1,1,1,1,5,1,2,1,57
424321,435331,1,1010,3,1,1,1,1,9,3,3,1,23
433149,426328,2,2239,3,2,4,2,2,3,1,3,1,49
429968,436635,2,820,3,1,1,1,2,9,1,3,1,39
420398,434130,1,1400,6,2,1,2,1,9,3,3,2,10
426066,427380,1,1515,4,1,1,1,1,9,3,3,1,39
436686,436620,2,1612,6,2,1,2,2,9,3,3,2,46
431451,435823,2,1700,6,2,1,2,2,1,1,3,1,39
428858,433953,2,1728,6,2,4,2,2,1,1,2,1,33
424092,428106,2,2046,3,1,4,1,2,9,1,3,1,27
424092,428106,2,2046,3,1,4,1,2,9,2,3,2,28
429561,431046,1,433,6,2,4,2,1,9,3,3,2,41
424860,441876,2,950,6,2,1,2,2,3,1,3,1,29
427326,434673,2,1530,3,1,1,1,2,1,1,3,1,19
436295,436657,2,1640,6,1,4,1,2,3,1,3,1,18
429674,434589,1,1629,3,1,1,1,1,11,3,2,1,18
429771,430660,1,1501,6,1,1,1,1,9,3,3,1,84
421728,428374,2,1755,3,1,4,1,1,9,1,3,1,30
421728,428374,2,1755,3,1,4,1,2,9,1,3,1,40
420842,434796,3,2003,3,1,4,1,2,9,1,3,2,20
432743,436150,2,2350,6,1,4,1,2,1,1,2,1,45
428916,434804,2,1835,6,1,4,1,2,1,1,3,1,22
430256,433231,1,416,6,2,4,1,1,9,3,3,1,20
429582,434806,1,641,3,1,1,1,1,9,3,3,2,18
428112,426284,2,1100,3,1,1,1,2,9,1,3,2,59
426208,427459,2,1315,6,1,1,1,2,9,1,3,2,72
428958,435471,2,1820,3,2,4,2,2,9,1,3,1,21
423826,429504,2,2133,4,2,4,2,1,3,1,3,1,19
427896,436196,1,2325,3,2,4,2,1,9,3,3,1,29
430942,433305,1,600,6,1,1,1,1,9,3,2,2,59
425901,436250,2,1856,6,2,4,5,2,9,1,3,1,36
440074,434243,3,1645,1,2,6,2,1,9,2,3,2,59
429950,423840,2,1819,1,1,6,1,1,9,1,3,1,35
436558,434703,1,1718,6,2,4,2,1,11,2,3,1,75
434915,436251,1,1500,6,2,1,2,1,9,3,3,1,38
424792,434818,2,1615,3,2,1,2,2,3,1,3,1,22
428601,430887,1,1637,3,2,1,2,1,9,3,2,1,48
442124,449037,1,1705,6,2,6,8,1,9,3,1,1,65
442124,449037,1,1705,6,2,6,8,1,9,3,2,1,52
423548,437863,1,1516,6,2,1,1,1,9,3,3,2,14
425155,429007,4,200,3,2,6,1,1,19,1,3,1,27
425155,429007,4,200,3,2,6,1,1,19,2,3,2,39
429704,432133,2,500,1,2,1,2,1,21,3,1,1,47
427449,430904,2,904,1,1,1,1,2,19,1,3,2,51
431071,427777,1,1730,6,2,4,2,1,19,3,1,2,75
432902,426227,1,1430,4,1,1,1,1,9,3,3,1,11
428351,433471,2,138,6,2,4,1,2,9,1,3,1,43
428351,433471,2,138,6,2,4,1,2,9,2,3,1,26
442690,437584,1,745,6,2,1,1,1,9,1,3,1,21
428349,429220,2,822,6,1,1,1,2,1,1,3,1,26
426156,439135,1,940,6,1,1,1,1,9,3,2,2,64
426350,435931,2,1610,6,2,4,8,2,5,1,3,1,53
418939,444820,2,1445,3,1,1,1,1,9,1,3,1,83
418939,444820,2,1445,3,1,1,1,1,9,2,3,1,89
418939,444820,2,1445,3,1,1,1,1,9,2,2,1,81
431086,431385,2,1545,6,2,1,2,2,9,1,3,2,45
424417,438120,2,1715,6,2,4,2,2,9,1,3,2,56
437581,437236,1,2231,6,4,4,8,1,9,1,3,1,18
429655,433382,1,1040,6,1,1,1,1,8,3,3,2,56
430958,435814,1,1825,6,2,4,2,1,9,3,3,1,73
436159,434497,1,1940,3,2,4,1,1,9,3,2,1,20
424946,434225,2,830,3,2,1,2,1,5,1,3,1,54
443331,435489,2,930,4,2,1,2,1,9,1,3,2,28
443331,435489,2,930,4,2,1,2,2,9,1,3,1,39
420911,434468,2,1800,6,1,7,1,2,9,2,3,1,12
420911,434468,2,1800,6,1,7,1,2,9,2,3,1,9
420911,434468,2,1800,6,1,7,1,2,9,2,3,2,10
430955,435796,1,1535,6,2,1,2,1,9,3,3,2,5
429725,433525,1,1800,6,2,6,2,1,3,3,2,2,33
429001,438958,2,1800,6,2,4,5,2,9,1,3,2,35
425160,429000,3,1838,3,2,4,2,1,9,1,3,1,52
432224,435160,1,1842,6,1,7,1,1,9,3,3,2,16
422735,434052,1,1935,3,5,4,2,1,9,1,3,1,30
422735,434052,1,1935,3,5,4,2,1,9,2,2,1,27
432872,432385,2,709,3,2,1,1,1,19,1,3,1,43
432872,432385,2,709,3,2,1,1,1,19,2,3,1,60
432872,432385,2,709,3,2,1,1,2,9,1,3,1,49
430962,433259,2,830,3,1,1,1,2,9,1,3,2,27
430959,435790,1,852,6,2,1,1,1,19,3,2,2,59
430107,431200,2,937,3,1,1,1,2,2,1,3,1,25
432626,436857,2,1115,6,2,1,1,1,9,2,3,2,39
432626,436857,2,1115,6,2,1,1,1,9,2,3,2,49
432626,436857,2,1115,6,2,1,1,1,9,2,3,2,12
425142,435224,1,1550,6,2,1,1,1,9,3,3,2,4
433878,425861,4,1640,1,2,6,1,2,9,1,3,2,40
433878,425861,4,1640,1,2,6,1,3,9,1,3,1,54
428509,431382,2,1720,3,2,4,1,1,1,1,3,1,63
432139,429216,2,1811,1,2,4,1,1,9,1,3,1,38
432139,429216,2,1811,1,2,4,1,2,9,1,3,1,54
432139,429216,2,1811,1,2,4,1,2,9,2,3,2,75
432221,435640,1,850,6,2,1,4,1,9,3,3,1,18
430576,430891,3,1945,6,2,4,1,1,9,1,3,1,38
433616,438997,1,2320,3,2,4,1,1,9,1,2,1,18
437765,432416,1,1232,1,1,1,1,1,9,1,3,2,32
437765,432416,1,1232,1,1,1,1,1,9,2,3,1,8
437765,432416,1,1232,1,1,1,1,1,9,2,3,1,6
437765,432416,1,1232,1,1,1,1,1,9,2,3,2,1
432148,429795,1,1420,1,2,1,1,1,9,1,3,2,26
431883,441881,2,1940,3,2,4,2,2,9,1,3,2,68
431883,441881,2,1940,3,2,4,2,2,9,2,3,1,14
433218,436186,1,1715,3,1,7,1,1,9,3,3,2,47
424438,442066,1,2000,6,2,6,5,1,9,1,3,1,19
424438,442066,1,2000,6,2,6,5,1,9,2,3,2,18
421547,428506,2,2016,3,1,4,1,2,9,2,2,1,50
430473,431158,3,700,1,2,1,1,1,9,1,3,1,27
430473,431158,3,700,1,2,1,1,2,9,1,3,1,50
418402,442323,1,1730,6,2,4,2,1,9,3,2,2,79
427314,435777,1,740,6,1,1,1,1,9,3,2,2,16
430933,433311,2,512,3,2,4,2,1,9,1,3,1,40
430933,433311,2,512,3,2,4,2,2,11,1,3,1,49
423332,434349,1,845,6,1,1,1,1,9,3,3,2,19
429785,432721,1,1010,6,2,1,1,1,10,3,3,1,19
428312,436511,1,1745,4,2,4,2,1,9,3,3,1,8
426230,427821,1,1136,6,2,1,2,1,9,3,3,1,74
442803,429679,1,1800,6,2,6,1,1,21,1,2,1,38
430096,431356,2,727,3,1,1,1,1,1,1,3,1,17
430402,437865,2,1430,6,1,1,1,2,1,1,3,1,29
428516,432660,2,0,3,2,1,1,2,9,1,3,1,26
436114,436704,2,1700,3,1,4,1,2,9,1,3,1,57
433180,434013,2,930,3,2,1,1,2,9,1,3,2,30
433180,434013,2,930,3,2,1,1,2,9,2,2,2,60
433180,434013,2,930,3,2,1,1,2,9,2,3,2,25
429859,433789,2,930,6,2,4,2,2,1,1,3,1,54
440495,433470,2,1424,6,2,1,2,1,9,1,3,2,50
426585,433861,2,1505,6,2,1,1,2,9,1,3,1,63
429751,433527,1,1600,6,2,4,2,1,9,3,2,2,69
441054,448822,2,1611,6,1,1,1,2,3,1,3,1,17
431433,428351,1,2300,6,2,4,2,1,9,1,2,1,29
426044,436353,1,1700,6,2,6,2,1,9,3,3,2,41
441106,449599,4,9,2,2,6,2,1,9,1,3,1,40
429243,430844,2,2045,6,2,4,1,2,9,2,3,2,34
429243,430844,2,2045,6,2,4,1,2,9,2,3,2,12
429243,430844,2,2045,6,2,4,1,2,9,2,3,2,10
426383,427480,1,2130,4,2,4,2,1,9,3,3,1,46
434608,437396,1,100,3,2,5,2,1,9,3,2,1,50
428400,429373,1,438,3,2,4,1,1,3,1,2,1,42
428400,429373,1,438,3,2,4,1,1,3,3,2,1,37
443400,438717,4,1100,2,1,1,1,2,9,1,3,2,50
443400,438717,4,1100,2,1,1,1,2,9,2,3,1,52
443400,438717,4,1100,2,1,1,1,3,9,1,3,2,60
443400,438717,4,1100,2,1,1,1,3,9,2,3,1,61
429192,435352,2,1925,6,1,4,8,2,1,1,3,2,24
424271,435373,1,1432,6,1,1,1,1,9,3,2,1,85
430902,435530,1,1710,6,2,4,1,1,9,3,3,2,52
428364,435155,2,2048,6,1,4,1,2,4,1,3,1,24
432101,435537,2,748,6,4,1,1,1,9,1,3,2,40
432101,435537,2,748,6,4,1,1,1,9,2,3,1,12
428835,437842,2,745,6,4,1,1,1,9,1,3,2,22
436727,435925,2,811,6,4,1,1,1,9,1,3,2,43
437951,433215,2,819,1,1,1,1,1,9,1,3,1,27
437951,433215,2,819,1,1,1,1,2,20,1,3,1,24
437951,433215,2,819,1,1,1,1,2,20,2,3,1,18
430811,433259,1,1159,3,1,1,1,1,11,3,2,1,38
431971,435822,1,1650,3,1,4,1,1,9,3,3,1,11
430246,434376,2,1850,3,1,4,1,2,9,2,3,1,55
426818,438059,2,533,3,1,4,1,2,8,1,3,1,31
432417,426204,3,946,1,1,1,1,1,9,1,3,2,59
432417,426204,3,946,1,1,1,1,3,21,1,3,1,55
423424,445514,4,1450,3,2,1,2,1,9,1,3,2,86
423424,445514,4,1450,3,2,1,2,2,19,1,3,1,36
435002,438403,2,1520,3,2,1,1,1,9,1,3,1,41
435002,438403,2,1520,3,2,1,1,2,9,1,3,1,31
429551,430311,2,1706,3,1,4,1,2,8,1,3,1,46
430149,445351,2,1710,3,1,6,1,2,9,1,3,2,27
426766,438350,2,1814,3,1,4,1,2,1,1,3,2,39
431402,435029,2,1830,6,2,4,2,2,9,1,3,2,35
427153,432524,2,1750,6,2,4,2,2,3,1,3,1,54
424586,435143,4,2119,3,2,4,1,1,9,1,3,1,26
424586,435143,4,2119,3,2,4,1,1,9,2,3,1,24
424586,435143,4,2119,3,2,4,1,1,9,2,3,2,20
424586,435143,4,2119,3,2,4,1,2,9,1,3,1,44
424586,435143,4,2119,3,2,4,1,3,9,1,3,1,27
428559,434257,2,2346,6,2,4,1,2,8,1,3,1,42
431250,429705,1,705,6,2,1,1,1,9,3,2,2,11
430112,438324,2,828,6,1,1,1,2,19,1,3,1,53
424371,445352,2,1630,3,1,1,1,2,1,1,2,1,47
426082,431596,1,1731,3,2,4,1,1,9,2,3,1,83
430464,435594,2,1720,3,2,4,1,2,9,1,3,1,50
425134,433917,2,1900,6,2,4,2,2,1,1,3,2,10
423005,437637,3,1934,3,2,4,2,1,9,1,3,1,89
427927,426408,2,610,6,2,1,2,2,9,1,3,1,25
438026,425857,2,745,4,2,6,2,2,9,1,3,2,39
429572,423157,2,1658,1,2,1,2,2,9,1,3,2,55
427216,432898,1,830,6,1,1,1,1,9,3,3,2,11
422337,433382,1,1925,6,1,4,1,1,9,3,3,2,13
429531,437005,1,234,6,2,4,1,1,9,1,3,1,32
428760,432721,2,1220,6,2,1,1,2,1,1,3,1,26
426325,433091,2,2015,6,1,4,1,2,1,1,3,1,32
431089,434206,1,1355,6,2,1,1,1,9,3,3,1,41
431089,434206,1,1355,6,2,1,1,1,9,3,3,1,31
429782,433497,1,1630,6,1,4,1,1,19,3,2,1,73
427534,429803,2,831,6,2,1,1,2,1,1,3,1,30
425587,434257,1,1620,3,2,4,2,1,19,3,2,2,15
422438,427908,2,1350,6,2,1,1,1,9,1,3,2,23
432823,435217,2,1630,6,2,4,1,2,1,1,3,1,49
430653,434684,3,720,3,2,1,2,2,9,1,3,2,56
432847,442494,2,1300,6,2,1,2,1,9,1,3,2,17
429737,430566,1,1643,6,2,4,1,1,19,3,3,2,16
429737,430566,1,1643,6,2,4,1,1,19,3,3,2,16
434457,434385,3,1830,3,1,4,1,1,9,1,3,1,21
434457,434385,3,1830,3,1,4,1,2,9,1,3,1,30
428578,431540,2,750,6,2,4,2,2,9,1,3,2,23
434950,442850,1,2330,6,2,6,1,1,9,1,2,1,87
432536,433789,1,1700,3,2,4,2,1,11,3,3,2,20
431808,425365,2,1905,1,2,4,2,1,9,2,3,2,43
429000,429625,2,1950,6,2,4,2,1,9,1,3,2,26
429000,429625,2,1950,6,2,4,2,1,9,2,3,2,36
429000,429625,2,1950,6,2,4,2,2,9,1,3,1,41
430002,432656,2,2040,3,2,4,2,2,9,1,2,1,47
427500,434515,1,2030,6,2,4,1,1,9,3,2,1,27
423157,433366,5,2145,4,2,4,2,1,9,1,2,1,26
431150,437982,2,900,6,2,1,1,2,1,1,3,1,35
421453,434000,3,953,2,2,1,1,2,19,1,3,1,41
428958,435471,2,1933,3,2,4,2,1,1,1,3,1,38
424958,434437,2,1900,3,1,4,1,2,1,1,3,1,13
425033,433154,2,457,6,4,4,1,1,9,1,3,2,27
430673,434946,2,1240,3,1,1,1,1,9,1,3,1,26
433019,435018,2,1405,6,2,1,1,1,9,2,3,2,29
433019,435018,2,1405,6,2,1,1,1,9,2,3,2,50
433019,435018,2,1405,6,2,1,1,2,9,1,3,1,45
430034,434069,2,1739,6,2,4,1,2,1,1,2,2,31
430782,438591,2,2025,6,1,4,1,2,9,2,3,2,47
431524,432553,2,2030,3,1,4,1,2,9,1,3,1,35
430170,433193,1,2225,6,1,4,1,1,9,3,2,1,39
429925,432733,2,1325,6,1,1,1,1,9,1,3,1,57
429925,432733,2,1325,6,1,1,1,2,9,1,3,2,42
429925,432733,2,1325,6,1,1,1,2,9,2,3,1,41
429141,430784,2,1730,6,2,4,2,2,9,2,3,1,24
428936,425986,2,1925,3,1,4,1,1,9,1,3,1,88
428936,425986,2,1925,3,1,4,1,2,9,1,3,2,27
420301,437124,1,457,3,2,4,1,1,9,1,3,1,21
432620,434597,2,930,4,2,1,1,1,9,2,3,1,29
429419,433281,1,1630,6,1,4,1,1,9,3,3,2,36
429419,433281,1,1630,6,1,4,1,1,9,3,3,2,12
429419,433281,1,1630,6,1,4,1,1,9,3,3,1,8
429419,433281,1,1630,6,1,4,1,1,9,3,3,2,34
426952,435691,2,1640,6,1,4,1,2,3,1,2,1,20
431558,435185,2,1845,3,4,4,1,1,9,1,3,1,37
431558,435185,2,1845,3,4,4,1,2,9,1,3,2,27
431978,439367,2,1600,6,1,1,1,1,9,1,3,2,28
425639,434242,1,900,3,1,1,1,1,3,1,2,1,25
426822,434974,2,1400,3,1,1,1,2,1,1,3,1,49
435971,435459,1,1513,3,1,1,1,1,9,3,2,2,16
430071,433367,1,1600,6,1,1,1,1,11,3,2,2,20
429273,430095,1,1610,6,1,4,1,1,10,3,3,2,76
431573,425153,5,1634,1,1,4,1,1,9,1,3,2,39
431573,425153,5,1634,1,1,4,1,2,9,1,3,2,53
431573,425153,5,1634,1,1,4,1,3,19,1,3,1,54
430951,433242,2,1800,6,1,4,1,2,9,1,3,1,30
426089,435590,2,720,6,1,1,1,2,9,1,3,2,44
440641,426123,2,830,3,1,1,1,1,9,1,3,2,48
440641,426123,2,830,3,1,1,1,2,9,1,3,1,58
428205,434190,2,830,6,1,1,1,2,1,1,3,1,31
441013,434557,1,1210,1,1,1,1,1,19,3,2,1,43
432788,435457,2,1346,6,1,1,1,2,3,1,2,1,18
429494,436615,1,1540,6,1,6,1,1,9,3,3,1,11
